,gbifID,county,geo_county,FLAG
938,1928050222,Lake Co.,Lake,
954,1928066925,Lake Co.,Lake,
960,1928075340,Lake Co.,Lake,
991,1928118520,Lake Co.,Lake,
1043,1928202245,Lake Co.,Lake,
1044,1928205021,Lake Co.,Lake,
1045,1928205345,Lake Co.,Lake,
1080,1928240370,Lake Co.,Lake,
1082,1928241667,Lake Co.,Lake,
1087,1928251820,Lake Co.,Lake,
1111,1928285090,Lake Co.,Lake,
1119,1928291090,Lake Co.,Lake,
6074,1931238261,Lake Co.,Lake,
6110,1931293982,Lake Co.,Lake,
6135,1931333135,Lake Co.,Lake,
6155,1931365389,Lake Co.,Lake,
6214,1320743514,Lake Co.,Lake,
6241,1928354173,Lake Co.,Lake,
6274,1928404897,Lake Co.,Lake,
6302,1928443382,Lake Co.,Lake,
6305,1928454669,Lake Co.,Lake,
6356,1928511170,Lake Co.,Lake,
6432,1928627155,Lake Co.,Lake,
6438,1928642945,Lake Co.,Lake,
6456,1928674752,Lake Co.,Lake,
6485,1928716903,Lake Co.,Lake,
6486,1928717429,Lake Co.,Lake,
6492,1928728318,Lake Co.,Lake,
6502,1928742045,Lake Co.,Lake,
6503,1928742397,Lake Co.,Lake,
6520,1928765136,Lake Co.,Lake,
6549,1928799873,Lake Co.,Lake,
6563,1928812885,Lake Co.,Lake,
6605,1928878462,Lake Co.,Lake,
6625,1928900803,Lake Co.,Lake,
6679,1928957624,Lake Co.,Lake,
6688,1928969952,Lake Co.,Lake,
6704,1929002710,Lake Co.,Lake,
6707,1929006422,Lake Co.,Lake,
6750,1929061104,Lake Co.,Lake,
6772,1929897394,Lake Co.,Lake,
6794,1929916728,Lake Co.,Lake,
6805,1929922091,Lake Co.,Lake,
6808,1929923382,Lake Co.,Lake,
6838,1929957513,Lake Co.,Lake,
6860,1929981433,Lake Co.,Lake,
6876,1930000049,Lake Co.,Lake,
6995,1930934842,Lake Co.,Lake,
7001,1930943835,Lake Co.,Lake,
7004,1930947424,Lake Co.,Lake,
7033,1930989115,Lake Co.,Lake,
7073,1931030636,Lake Co.,Lake,
7125,1931091528,Lake Co.,Lake,
7144,1931119317,Lake Co.,Lake,
7149,1931124325,Lake Co.,Lake,
7190,1931179983,Lake Co.,Lake,
7386,1503228521,Lake Co.,Lake,
7548,1503228766,Lake Co.,Lake,
7574,1503228796,Lake Co.,Lake,
7644,1503228881,Lake Co.,Lake,
7649,1503228886,Lake Co.,Lake,
7662,1503228901,Lake Co.,Lake,
7745,1503230823,Lake Co.,Lake,
7765,1503230868,Lake Co.,Lake,
7779,1503230883,Lake Co.,Lake,
7821,1503230933,Lake Co.,Lake,
7850,1503230977,Lake Co.,Lake,
8045,1503231624,Lake Co.,Lake,
8212,1503234225,Lake Co.,Lake,
8242,1503234278,Lake Co.,Lake,
8258,1503234299,Lake Co.,Lake,
8270,1503234315,Lake Co.,Lake,
8273,1503234318,Lake Co.,Lake,
8277,1503234323,Lake Co.,Lake,
8279,1503234325,Lake Co.,Lake,
8557,1503235000,Lake Co.,Lake,
8571,1503235020,Lake Co.,Lake,
8579,1503235033,Lake Co.,Lake,
8798,1503235555,Lake Co.,Lake,
9109,1503237077,Lake Co.,Lake,
9139,1503237177,Lake Co.,Lake,
9244,1503237358,Lake Co.,Lake,
9457,1503237911,Lake Co.,Lake,
9497,1503238034,Lake Co.,Lake,
9501,1503238304,Lake Co.,Lake,
9510,1503238348,Lake Co.,Lake,
9518,1503238366,Lake Co.,Lake,
9525,1503238381,Lake Co.,Lake,
9534,1503238402,Lake Co.,Lake,
9565,1503238597,Lake Co.,Lake,
9593,1503238660,Lake Co.,Lake,
9597,1503238667,Lake Co.,Lake,
9618,1503238699,Lake Co.,Lake,
9624,1503238706,Lake Co.,Lake,
9632,1503238715,Lake Co.,Lake,
9688,1503238784,Lake Co.,Lake,
9726,1503238837,Lake Co.,Lake,
9768,1503238890,Lake Co.,Lake,
9792,1503238926,Lake Co.,Lake,
9817,1503238961,Lake Co.,Lake,
9826,1503238974,Lake Co.,Lake,
9829,1503238985,Lake Co.,Lake,
9928,1503239342,Lake Co.,Lake,
10237,1503239964,Lake Co.,Lake,
10249,1503239987,Lake Co.,Lake,
10283,1503240042,Lake Co.,Lake,
10339,1503240142,Lake Co.,Lake,
10348,1503240167,Lake Co.,Lake,
10371,1503240274,Lake Co.,Lake,
10716,1503241946,Lake Co.,Lake,
10749,1503242041,Lake Co.,Lake,
10775,1503242125,Lake Co.,Lake,
10783,1503242141,Lake Co.,Lake,
10930,1503242659,Lake Co.,Lake,
10945,1503242705,Lake Co.,Lake,
10957,1503242718,Lake Co.,Lake,
10983,1503242772,Lake Co.,Lake,
10995,1503242828,Lake Co.,Lake,
11044,1503242948,Lake Co.,Lake,
11045,1503242949,Lake Co.,Lake,
11075,1503243133,Lake Co.,Lake,
11138,1503243580,Lake Co.,Lake,
11141,1503243584,Lake Co.,Lake,
11161,1503243614,Lake Co.,Lake,
11166,1503243628,Lake Co.,Lake,
11353,1503243941,Lake Co.,Lake,
11384,1503243981,Lake Co.,Lake,
11437,1503244334,Lake Co.,Lake,
11443,1503244356,Lake Co.,Lake,
11446,1503244365,Lake Co.,Lake,
11454,1503244374,Lake Co.,Lake,
11466,1503244395,Lake Co.,Lake,
11471,1503244406,Lake Co.,Lake,
11504,1503244456,Lake Co.,Lake,
11531,1503244490,Lake Co.,Lake,
11646,1503244633,Lake Co.,Lake,
11932,1503245584,Lake Co.,Lake,
11953,1503245610,Lake Co.,Lake,
11954,1503245611,Lake Co.,Lake,
11959,1503245617,Lake Co.,Lake,
11965,1503245623,Lake Co.,Lake,
11966,1503245625,Lake Co.,Lake,
12041,1503245744,Lake Co.,Lake,
12045,1503245753,Lake Co.,Lake,
12073,1503245831,Lake Co.,Lake,
12099,1503246052,Lake Co.,Lake,
12139,1503246140,Lake Co.,Lake,
12157,1503246166,Lake Co.,Lake,
12161,1503246178,Lake Co.,Lake,
12169,1503246203,Lake Co.,Lake,
12210,1503246301,Lake Co.,Lake,
12213,1503246322,Lake Co.,Lake,
12224,1503246353,Lake Co.,Lake,
12242,1503246387,Lake Co.,Lake,
12285,1503246665,Lake Co.,Lake,
12294,1503246692,Lake Co.,Lake,
12357,1503246873,Lake Co.,Lake,
12386,1503246917,Lake Co.,Lake,
12428,1503247000,Lake Co.,Lake,
12471,1503247060,Lake Co.,Lake,
12475,1503247069,Lake Co.,Lake,
12556,1503247260,Lake Co.,Lake,
12557,1503247261,Lake Co.,Lake,
12750,1503247638,Lake Co.,Lake,
12819,1503247825,Lake Co.,Lake,
12891,1503248040,Lake Co.,Lake,
12979,1503248339,Lake Co.,Lake,
13064,1503248636,Lake Co.,Lake,
13137,1503248816,Lake Co.,Lake,
13152,1503248835,Lake Co.,Lake,
13196,1503248890,Lake Co.,Lake,
13206,1503248905,Lake Co.,Lake,
13604,1503250565,Lake Co.,Lake,
13612,1503250598,Lake Co.,Lake,
13794,1503251365,Lake Co.,Lake,
14862,1503253750,Lake Co.,Lake,
14910,1503253820,Lake Co.,Lake,
14920,1503253833,Lake Co.,Lake,
15553,1503256353,Lake Co.,Lake,
15554,1503256354,Lake Co.,Lake,
15555,1503256355,Lake Co.,Lake,
15636,1503256446,Lake Co.,Lake,
15640,1503256451,Lake Co.,Lake,
15655,1503256471,Lake Co.,Lake,
15658,1503256474,Lake Co.,Lake,
15682,1503256507,Lake Co.,Lake,
15726,1503256567,Lake Co.,Lake,
15728,1503256569,Lake Co.,Lake,
15729,1503256570,Lake Co.,Lake,
15732,1503256574,Lake Co.,Lake,
15734,1503256576,Lake Co.,Lake,
15739,1503256583,Lake Co.,Lake,
15740,1503256585,Lake Co.,Lake,
15741,1503256586,Lake Co.,Lake,
15744,1503256592,Lake Co.,Lake,
15745,1503256593,Lake Co.,Lake,
15748,1503256598,Lake Co.,Lake,
15750,1503256601,Lake Co.,Lake,
15751,1503256602,Lake Co.,Lake,
15754,1503256606,Lake Co.,Lake,
15755,1503256607,Lake Co.,Lake,
15756,1503256609,Lake Co.,Lake,
15757,1503256610,Lake Co.,Lake,
15759,1503256617,Lake Co.,Lake,
15761,1503256620,Lake Co.,Lake,
15762,1503256621,Lake Co.,Lake,
15763,1503256625,Lake Co.,Lake,
15764,1503256631,Lake Co.,Lake,
17835,1503261651,Lake Co.,Lake,
18496,1503262943,Lake Co.,Lake,
18519,1503262973,Lake Co.,Lake,
18559,1503263027,Lake Co.,Lake,
18595,1503263083,Lake Co.,Lake,
18596,1503263084,Lake Co.,Lake,
18599,1503263089,Lake Co.,Lake,
18602,1503263094,Lake Co.,Lake,
18610,1503263105,Lake Co.,Lake,
18612,1503263109,Lake Co.,Lake,
18616,1503263114,Lake Co.,Lake,
18625,1503263132,Lake Co.,Lake,
18629,1503263150,Lake Co.,Lake,
18631,1503263153,Lake Co.,Lake,
18634,1503263171,Lake Co.,Lake,
18636,1503263177,Lake Co.,Lake,
18642,1503263194,Lake Co.,Lake,
18644,1503263197,Lake Co.,Lake,
18662,1503263229,Lake Co.,Lake,
18769,1503263703,Lake Co.,Lake,
18934,1503264494,Lake Co.,Lake,
19317,1503265871,Lake Co.,Lake,
19318,1503265872,Lake Co.,Lake,
19322,1503265879,Lake Co.,Lake,
19324,1503265883,Lake Co.,Lake,
19326,1503265887,Lake Co.,Lake,
19328,1503265889,Lake Co.,Lake,
19343,1503265907,Lake Co.,Lake,
19421,1503266013,Lake Co.,Lake,
19427,1503266022,Lake Co.,Lake,
19431,1503266028,Lake Co.,Lake,
19435,1503266036,Lake Co.,Lake,
19437,1503266038,Lake Co.,Lake,
19441,1503266044,Lake Co.,Lake,
19443,1503266048,Lake Co.,Lake,
19450,1503266056,Lake Co.,Lake,
19452,1503266058,Lake Co.,Lake,
19459,1503266066,Lake Co.,Lake,
19461,1503266068,Lake Co.,Lake,
19574,1503266222,Lake Co.,Lake,
19587,1503266235,Lake Co.,Lake,
19592,1503266240,Lake Co.,Lake,
19601,1503266249,Lake Co.,Lake,
19604,1503266253,Lake Co.,Lake,
19607,1503266257,Lake Co.,Lake,
19611,1503266263,Lake Co.,Lake,
19616,1503266268,Lake Co.,Lake,
19621,1503266273,Lake Co.,Lake,
19632,1503266290,Lake Co.,Lake,
19892,1503266654,Lake Co.,Lake,
19903,1503266668,Lake Co.,Lake,
19905,1503266670,Lake Co.,Lake,
19907,1503266672,Lake Co.,Lake,
19913,1503266678,Lake Co.,Lake,
19914,1503266679,Lake Co.,Lake,
19915,1503266680,Lake Co.,Lake,
19916,1503266682,Lake Co.,Lake,
19917,1503266683,Lake Co.,Lake,
19918,1503266687,Lake Co.,Lake,
19925,1503266697,Lake Co.,Lake,
19926,1503266698,Lake Co.,Lake,
19927,1503266699,Lake Co.,Lake,
19929,1503266701,Lake Co.,Lake,
19930,1503266702,Lake Co.,Lake,
19934,1503266712,Lake Co.,Lake,
19937,1503266721,Lake Co.,Lake,
20079,1503267018,Lake Co.,Lake,
20104,1503267045,Lake Co.,Lake,
20110,1503267051,Lake Co.,Lake,
20126,1503267068,Lake Co.,Lake,
20131,1503267073,Lake Co.,Lake,
20138,1503267081,Lake Co.,Lake,
20159,1503267106,Lake Co.,Lake,
20163,1503267110,Lake Co.,Lake,
20221,1503267192,Lake Co.,Lake,
20366,1503267366,Lake Co.,Lake,
20377,1503267380,Lake Co.,Lake,
21021,1503268619,Lake Co.,Lake,
21147,1503268777,Lake Co.,Lake,
21186,1503268821,Lake Co.,Lake,
21201,1503268837,Lake Co.,Lake,
21504,1503269215,Lake Co.,Lake,
21506,1503269217,Lake Co.,Lake,
21683,1503269526,Lake Co.,Lake,
21730,1503269593,Lake Co.,Lake,
21781,1503269670,Lake Co.,Lake,
21791,1503269690,Lake Co.,Lake,
21824,1503269732,Lake Co.,Lake,
21842,1503269768,Lake Co.,Lake,
21858,1503269802,Lake Co.,Lake,
21920,1503269890,Lake Co.,Lake,
21942,1503269920,Lake Co.,Lake,
21964,1503270077,Lake Co.,Lake,
21971,1503270097,Lake Co.,Lake,
22194,1503270700,Lake Co.,Lake,
22491,1503271175,Lake Co.,Lake,
22915,1503271713,Lake Co.,Lake,
23131,1503272079,Lake Co.,Lake,
23132,1503272080,Lake Co.,Lake,
23248,1503272385,Lake Co.,Lake,
23249,1503272388,Lake Co.,Lake,
23768,1503274137,Lake Co.,Lake,
23772,1503274146,Lake Co.,Lake,
23778,1503274153,Lake Co.,Lake,
23779,1503274154,Lake Co.,Lake,
23802,1503274181,Lake Co.,Lake,
23804,1503274183,Lake Co.,Lake,
23842,1503274225,Lake Co.,Lake,
23845,1503274229,Lake Co.,Lake,
23951,1503274362,Lake Co.,Lake,
23967,1503274380,Lake Co.,Lake,
23968,1503274381,Lake Co.,Lake,
23983,1503274399,Lake Co.,Lake,
23986,1503274402,Lake Co.,Lake,
23987,1503274403,Lake Co.,Lake,
23989,1503274405,Lake Co.,Lake,
23990,1503274406,Lake Co.,Lake,
23992,1503274409,Lake Co.,Lake,
23994,1503274411,Lake Co.,Lake,
24001,1503274418,Lake Co.,Lake,
24005,1503274422,Lake Co.,Lake,
24012,1503274429,Lake Co.,Lake,
24015,1503274432,Lake Co.,Lake,
24022,1503274439,Lake Co.,Lake,
24023,1503274440,Lake Co.,Lake,
24028,1503274445,Lake Co.,Lake,
24036,1503274454,Lake Co.,Lake,
24039,1503274457,Lake Co.,Lake,
24042,1503274460,Lake Co.,Lake,
24048,1503274466,Lake Co.,Lake,
24053,1503274473,Lake Co.,Lake,
24063,1503274502,Lake Co.,Lake,
24065,1503274508,Lake Co.,Lake,
24066,1503274516,Lake Co.,Lake,
24070,1503274545,Lake Co.,Lake,
24071,1503274546,Lake Co.,Lake,
24101,1503274605,Lake Co.,Lake,
24165,1503274721,Lake Co.,Lake,
24170,1503274729,Lake Co.,Lake,
24171,1503274730,Lake Co.,Lake,
24175,1503274734,Lake Co.,Lake,
24179,1503274738,Lake Co.,Lake,
24181,1503274740,Lake Co.,Lake,
24182,1503274742,Lake Co.,Lake,
24183,1503274743,Lake Co.,Lake,
24186,1503274746,Lake Co.,Lake,
24188,1503274748,Lake Co.,Lake,
24190,1503274750,Lake Co.,Lake,
24196,1503274757,Lake Co.,Lake,
24199,1503274761,Lake Co.,Lake,
24200,1503274762,Lake Co.,Lake,
24203,1503274767,Lake Co.,Lake,
24204,1503274768,Lake Co.,Lake,
24206,1503274770,Lake Co.,Lake,
24207,1503274771,Lake Co.,Lake,
24209,1503274773,Lake Co.,Lake,
24212,1503274776,Lake Co.,Lake,
24216,1503274783,Lake Co.,Lake,
24217,1503274787,Lake Co.,Lake,
24218,1503274790,Lake Co.,Lake,
24219,1503274791,Lake Co.,Lake,
24220,1503274792,Lake Co.,Lake,
24221,1503274793,Lake Co.,Lake,
24222,1503274794,Lake Co.,Lake,
24224,1503274796,Lake Co.,Lake,
24235,1503274812,Lake Co.,Lake,
24246,1503274833,Lake Co.,Lake,
24247,1503274835,Lake Co.,Lake,
24249,1503274837,Lake Co.,Lake,
24250,1503274838,Lake Co.,Lake,
24253,1503274842,Lake Co.,Lake,
24257,1503274848,Lake Co.,Lake,
24262,1503274855,Lake Co.,Lake,
24263,1503274857,Lake Co.,Lake,
24275,1503274873,Lake Co.,Lake,
24279,1503274877,Lake Co.,Lake,
24444,1503275097,Lake Co.,Lake,
24766,1503275705,Lake Co.,Lake,
24799,1503275753,Lake Co.,Lake,
24835,1503275847,Lake Co.,Lake,
24872,1503275923,Lake Co.,Lake,
24887,1503275963,Lake Co.,Lake,
24888,1503275964,Lake Co.,Lake,
25088,1503276435,Lake Co.,Lake,
25090,1503276437,Lake Co.,Lake,
25351,1503277104,Lake Co.,Lake,
25367,1503277249,Lake Co.,Lake,
25471,1503277620,Lake Co.,Lake,
25486,1503277656,Lake Co.,Lake,
25563,1503277824,Lake Co.,Lake,
25702,1503278135,Lake Co.,Lake,
26211,1503281115,Lake Co.,Lake,
26814,1503285070,Lake Co.,Lake,
27774,1319937666,Lake Co.,Lake,
27815,1318990705,Lake Co.,Lake,
29076,1585944750,Lake Co.,Lake,
29095,1899343141,Lake Co.,Lake,
29096,1899343179,Lake Co.,Lake,
29098,1899343224,Lake Co.,Lake,
29200,1899345253,Lake Co.,Lake,
30736,1304589406,Lake Co.,Lake,
30818,1930123769,Lake Co.,Lake,
30832,1930143870,Lake Co.,Lake,
30909,1930243039,Lake Co.,Lake,
30937,1930287517,Lake Co.,Lake,
30940,1930289468,Lake Co.,Lake,
30942,1930289761,Lake Co.,Lake,
30958,1930300978,Lake Co.,Lake,
30990,1930337229,Lake Co.,Lake,
31001,1930357861,Lake Co.,Lake,
31013,1930370864,Lake Co.,Lake,
31023,1930387423,Lake Co.,Lake,
31027,1930394856,Lake Co.,Lake,
31028,1930395479,Lake Co.,Lake,
31029,1930395485,Lake Co.,Lake,
31063,1930425297,Lake Co.,Lake,
31095,1930457686,Lake Co.,Lake,
31236,1930629045,Lake Co.,Lake,
31238,1930630232,Lake Co.,Lake,
31249,1930636390,Lake Co.,Lake,
31283,1930680867,Lake Co.,Lake,
31314,1930731680,Lake Co.,Lake,
31323,1930740033,Lake Co.,Lake,
31349,1930772078,Lake Co.,Lake,
31361,1930781390,Lake Co.,Lake,
31390,1930813854,Lake Co.,Lake,
31407,1930834378,Lake Co.,Lake,
31412,1930845626,Lake Co.,Lake,
31430,1930868308,Lake Co.,Lake,
31443,1930875638,Lake Co.,Lake,
31492,1929063797,Lake Co.,Lake,
31502,1929075167,Lake Co.,Lake,
31503,1929075467,Lake Co.,Lake,
31533,1929115057,Lake Co.,Lake,
31535,1929117585,Lake Co.,Lake,
31560,1929139059,Lake Co.,Lake,
31632,1929230321,Lake Co.,Lake,
31752,1929386492,Lake Co.,Lake,
31758,1929390138,Lake Co.,Lake,
31805,1929447546,Lake Co.,Lake,
31820,1929473284,Lake Co.,Lake,
31823,1929478666,Lake Co.,Lake,
31831,1929495775,Lake Co.,Lake,
31863,1929539900,Lake Co.,Lake,
32075,1929817084,Lake Co.,Lake,
32085,1929823083,Lake Co.,Lake,
32237,1838084090,Lake Co.,Lake,
32241,1838084214,Lake Co.,Lake,
32242,1838084276,Lake Co.,Lake,
32243,1838084374,Lake Co.,Lake,
25550,1503277791,Lake Co.,Marion,FLAG
31521,1929102872,Lake Co.,Marion,FLAG
23998,1503274415,Lake Co.,Orange,FLAG
24018,1503274435,Lake Co.,Orange,FLAG
24875,1503275936,Lake Co.,Putnam,FLAG
842,1927933888,Lake Co.,Volusia,FLAG
30705,1304203550,Lake Co.,Volusia,FLAG
30982,1930330365,Lake Co.,Volusia,FLAG
1646,415908717,Lake County,Columbia,FLAG
1888,415921937,Lake County,Columbia,FLAG
3011,415968429,Lake County,Columbia,FLAG
1166,1038941551,Lake County,Lake,
1274,415893841,Lake County,Lake,
1286,415893905,Lake County,Lake,
1291,415893911,Lake County,Lake,
1318,415895035,Lake County,Lake,
1331,415896612,Lake County,Lake,
1361,415898914,Lake County,Lake,
1364,415899087,Lake County,Lake,
1366,415899091,Lake County,Lake,
1367,415899160,Lake County,Lake,
1372,415899220,Lake County,Lake,
1379,415899489,Lake County,Lake,
1384,415899691,Lake County,Lake,
1422,415901171,Lake County,Lake,
1494,415904059,Lake County,Lake,
1512,415904473,Lake County,Lake,
1519,415904917,Lake County,Lake,
1527,415905203,Lake County,Lake,
1539,415905439,Lake County,Lake,
1550,415905744,Lake County,Lake,
1553,415905749,Lake County,Lake,
1555,415905835,Lake County,Lake,
1575,415906498,Lake County,Lake,
1579,415906605,Lake County,Lake,
1596,415907000,Lake County,Lake,
1611,415907427,Lake County,Lake,
1622,415908245,Lake County,Lake,
1632,415908584,Lake County,Lake,
1638,415908677,Lake County,Lake,
1642,415908681,Lake County,Lake,
1659,415908753,Lake County,Lake,
1671,415908998,Lake County,Lake,
1694,415909650,Lake County,Lake,
1695,415909651,Lake County,Lake,
1696,415909652,Lake County,Lake,
1697,415909653,Lake County,Lake,
1710,415909898,Lake County,Lake,
1758,415911613,Lake County,Lake,
1805,415917070,Lake County,Lake,
1809,415917086,Lake County,Lake,
1813,415917102,Lake County,Lake,
1817,415917233,Lake County,Lake,
1819,415917290,Lake County,Lake,
1832,415917413,Lake County,Lake,
1833,415917414,Lake County,Lake,
1843,415918749,Lake County,Lake,
1864,415919700,Lake County,Lake,
1868,415920553,Lake County,Lake,
1876,415920874,Lake County,Lake,
1941,415928786,Lake County,Lake,
1944,415931372,Lake County,Lake,
1949,415932080,Lake County,Lake,
1987,415934543,Lake County,Lake,
2052,415939404,Lake County,Lake,
2089,415941219,Lake County,Lake,
2094,415941241,Lake County,Lake,
2101,415941503,Lake County,Lake,
2102,415941504,Lake County,Lake,
2103,415941505,Lake County,Lake,
2158,415941821,Lake County,Lake,
2170,415941911,Lake County,Lake,
2208,415942154,Lake County,Lake,
2209,415942155,Lake County,Lake,
2210,415942156,Lake County,Lake,
2211,415942157,Lake County,Lake,
2216,415942175,Lake County,Lake,
2233,415943129,Lake County,Lake,
2256,415944688,Lake County,Lake,
2271,415947303,Lake County,Lake,
2290,415947860,Lake County,Lake,
2298,415947923,Lake County,Lake,
2301,415947928,Lake County,Lake,
2303,415947930,Lake County,Lake,
2329,415947971,Lake County,Lake,
2348,415950236,Lake County,Lake,
2350,415951430,Lake County,Lake,
2356,415951545,Lake County,Lake,
2432,415953969,Lake County,Lake,
2448,415954080,Lake County,Lake,
2451,415954086,Lake County,Lake,
2454,415954173,Lake County,Lake,
2510,415955723,Lake County,Lake,
2513,415955739,Lake County,Lake,
2532,415956464,Lake County,Lake,
2538,415956834,Lake County,Lake,
2550,415957179,Lake County,Lake,
2619,415957824,Lake County,Lake,
2630,415957844,Lake County,Lake,
2674,415959204,Lake County,Lake,
2707,415959651,Lake County,Lake,
2708,415959652,Lake County,Lake,
2893,415965001,Lake County,Lake,
2895,415965130,Lake County,Lake,
2912,415965178,Lake County,Lake,
2929,415965294,Lake County,Lake,
2938,415966421,Lake County,Lake,
2970,415966644,Lake County,Lake,
2977,415966748,Lake County,Lake,
2982,415966770,Lake County,Lake,
2994,415967087,Lake County,Lake,
3018,415968766,Lake County,Lake,
3031,415971229,Lake County,Lake,
3037,415971262,Lake County,Lake,
3058,415971363,Lake County,Lake,
3064,415971422,Lake County,Lake,
3143,415974606,Lake County,Lake,
3150,415974626,Lake County,Lake,
3152,415974629,Lake County,Lake,
3166,415974781,Lake County,Lake,
3171,415974791,Lake County,Lake,
3180,415975137,Lake County,Lake,
3196,415975212,Lake County,Lake,
3198,415975214,Lake County,Lake,
3285,415979502,Lake County,Lake,
3294,415980083,Lake County,Lake,
3296,415980090,Lake County,Lake,
3304,415980256,Lake County,Lake,
3306,415980258,Lake County,Lake,
3328,415981100,Lake County,Lake,
3331,415981352,Lake County,Lake,
3336,415981373,Lake County,Lake,
3337,415981374,Lake County,Lake,
3340,415981377,Lake County,Lake,
3342,415981380,Lake County,Lake,
3343,415981381,Lake County,Lake,
3353,415981553,Lake County,Lake,
3356,415981566,Lake County,Lake,
3360,415981573,Lake County,Lake,
3368,415981670,Lake County,Lake,
3376,415981715,Lake County,Lake,
3390,415981807,Lake County,Lake,
3391,415982131,Lake County,Lake,
3395,415982648,Lake County,Lake,
3402,415982766,Lake County,Lake,
3403,415982769,Lake County,Lake,
3406,415982772,Lake County,Lake,
3418,415983654,Lake County,Lake,
3419,415983655,Lake County,Lake,
3425,415983978,Lake County,Lake,
3446,415984490,Lake County,Lake,
3450,415985459,Lake County,Lake,
3456,415985969,Lake County,Lake,
3463,415985978,Lake County,Lake,
3487,415987540,Lake County,Lake,
3492,415987875,Lake County,Lake,
3493,415987876,Lake County,Lake,
3499,415987882,Lake County,Lake,
3502,415987885,Lake County,Lake,
3503,415987917,Lake County,Lake,
3575,415988602,Lake County,Lake,
3576,415988603,Lake County,Lake,
3600,415988698,Lake County,Lake,
3601,415988699,Lake County,Lake,
3621,415988759,Lake County,Lake,
3684,415989476,Lake County,Lake,
3732,415989894,Lake County,Lake,
3758,415990309,Lake County,Lake,
3763,415990328,Lake County,Lake,
3776,415990424,Lake County,Lake,
3813,415990543,Lake County,Lake,
3814,415990555,Lake County,Lake,
3818,415990604,Lake County,Lake,
3875,415991211,Lake County,Lake,
3878,415991414,Lake County,Lake,
3886,415991616,Lake County,Lake,
3887,415991628,Lake County,Lake,
3907,415991861,Lake County,Lake,
3910,415991952,Lake County,Lake,
3920,415992294,Lake County,Lake,
3921,415992295,Lake County,Lake,
3952,415993573,Lake County,Lake,
3962,415993661,Lake County,Lake,
3963,415993703,Lake County,Lake,
3964,415993704,Lake County,Lake,
3967,415993798,Lake County,Lake,
4004,415994857,Lake County,Lake,
4014,415995722,Lake County,Lake,
4374,675231928,Lake County,Lake,
4381,675231946,Lake County,Lake,
4407,675232057,Lake County,Lake,
4420,675232217,Lake County,Lake,
4444,675232974,Lake County,Lake,
4457,675233033,Lake County,Lake,
4463,675233040,Lake County,Lake,
5435,699258226,Lake County,Lake,
5464,699258709,Lake County,Lake,
5485,699259329,Lake County,Lake,
5491,699260185,Lake County,Lake,
5492,699260259,Lake County,Lake,
5510,699260843,Lake County,Lake,
5517,699260968,Lake County,Lake,
5537,699262728,Lake County,Lake,
5538,699262732,Lake County,Lake,
5543,699262843,Lake County,Lake,
5544,699262992,Lake County,Lake,
5546,699263103,Lake County,Lake,
5548,699263123,Lake County,Lake,
5549,699263135,Lake County,Lake,
5550,699263136,Lake County,Lake,
5560,699263466,Lake County,Lake,
5566,699263485,Lake County,Lake,
5571,699263507,Lake County,Lake,
5572,699263515,Lake County,Lake,
5584,699264587,Lake County,Lake,
5607,699265510,Lake County,Lake,
5611,699265634,Lake County,Lake,
5613,699265726,Lake County,Lake,
5617,699265740,Lake County,Lake,
5619,699265913,Lake County,Lake,
5621,699265969,Lake County,Lake,
5622,699265971,Lake County,Lake,
5623,699265972,Lake County,Lake,
5633,699266143,Lake County,Lake,
5671,699266232,Lake County,Lake,
5677,699266242,Lake County,Lake,
5705,699266550,Lake County,Lake,
5712,699266602,Lake County,Lake,
5726,699266778,Lake County,Lake,
5730,699267231,Lake County,Lake,
5737,699267764,Lake County,Lake,
5745,699268064,Lake County,Lake,
5750,699268363,Lake County,Lake,
5758,699268517,Lake County,Lake,
5780,699269919,Lake County,Lake,
5787,699269967,Lake County,Lake,
5789,699269969,Lake County,Lake,
5791,699269981,Lake County,Lake,
5792,699269982,Lake County,Lake,
5866,699272778,Lake County,Lake,
5883,699272876,Lake County,Lake,
5898,699272951,Lake County,Lake,
27308,1849108681,Lake County,Lake,
27310,1849109110,Lake County,Lake,
27400,1849128429,Lake County,Lake,
27455,1849139752,Lake County,Lake,
27620,1849174765,Lake County,Lake,
28921,1212008108,Lake County,Lake,
28933,1212008256,Lake County,Lake,
28945,1212008404,Lake County,Lake,
28947,1212008424,Lake County,Lake,
28966,1212008507,Lake County,Lake,
28983,1212009717,Lake County,Lake,
29017,1212010318,Lake County,Lake,
29029,1212010431,Lake County,Lake,
29030,1212010439,Lake County,Lake,
30087,768788409,Lake County,Lake,
30135,768790535,Lake County,Lake,
30166,768791270,Lake County,Lake,
30174,768791423,Lake County,Lake,
30195,768791609,Lake County,Lake,
30212,768791724,Lake County,Lake,
30214,768791727,Lake County,Lake,
30218,768791734,Lake County,Lake,
30234,768792521,Lake County,Lake,
30242,768792659,Lake County,Lake,
30396,768795145,Lake County,Lake,
30405,768795305,Lake County,Lake,
30407,768795434,Lake County,Lake,
30426,768795696,Lake County,Lake,
30434,768795773,Lake County,Lake,
30450,768796317,Lake County,Lake,
30458,768796422,Lake County,Lake,
30478,768796819,Lake County,Lake,
30513,1840915465,Lake County,Lake,
32257,606646490,Lake County,Lake,
32277,606646619,Lake County,Lake,
32305,606647801,Lake County,Lake,
